label,social_____avg_delta_follower,social_____avg_delta_friend,social_____avg_favourites,social_____avg_follower,social_____avg_friend,social_____avg_listed,social_____avg_statuses,social_____delta_followers_count_down,social_____delta_followers_count_else,social_____delta_followers_count_up,social_____delta_followers_count_up_percent,social_____max_delta_follower,social_____max_delta_friend,social_____max_favourites,social_____max_follower,social_____max_friend,social_____max_listed,social_____max_statuses,social_____verified_percent,tweet_id
non-rumor,-1316415.101010101,3226.626262626263,55866.577669902916,11887.961165048544,3596.5679611650485,209.55339805825244,94536.34466019417,195.0,0.0,3.0,0.015151515151515152,4756.0,44677.0,695400.0,1397150.0,44679.0,21463.0,1320182.0,0.0048543689320388345,693059995013742592
true,-703635.8367003367,239.78451178451178,21299.425956738767,3995.8868552412646,1007.4725457570715,75.13477537437603,35599.590682196336,560.0,0.0,34.0,0.05723905723905724,186813.0,13735.0,587516.0,972920.0,14212.0,10995.0,1320250.0,0.036605657237936774,614594195479752704
non-rumor,-51326177.76160338,1355.7130801687763,17602.647679324895,125917.95147679326,1520.0506329113923,494.4599156118143,53100.713080168774,471.0,0.0,3.0,0.006329113924050633,233.0,107721.0,270914.0,55086997.0,107842.0,183189.0,1651608.0,0.03164556962025317,692691444046372865
true,-37123.967741935485,-12192.425806451613,25491.0,2062.46835443038,1427.493670886076,46.91139240506329,42234.24683544304,146.0,0.0,9.0,0.05806451612903226,1782.0,1065.0,173951.0,47493.0,17358.0,627.0,324858.0,0.02531645569620253,614593989203886080
non-rumor,-10544928.53298153,785.6156552330694,36488.114782608696,15196.944347826087,1274.7121739130434,143.99826086956523,63928.3747826087,1109.0,0.0,28.0,0.024626209322779244,1031519.0,34410.0,605721.0,13259006.0,34640.0,63394.0,2193965.0,0.019130434782608695,690376107825192960
false,-4182.977272727273,-1371.6363636363637,20294.73033707865,2469.9101123595506,975.056179775281,67.64044943820225,157083.0224719101,34.0,0.0,10.0,0.22727272727272727,6043.0,2291.0,247684.0,32140.0,10707.0,1261.0,672816.0,0.0,658259426172891136
unverified,-1289207.3978494625,-8846.129032258064,36266.89898989899,18857.21212121212,3195.161616161616,314.5656565656566,98601.39393939394,93.0,0.0,0.0,0.0,-400.0,38579.0,375742.0,1443184.0,50420.0,18393.0,633635.0,0.010101010101010102,676586804242309121
false,-1060404.0551146385,-194.02425044091711,26484.705689725746,3211.770364306181,645.8460908718788,29.352844862873518,57013.05853458862,1984.0,1.0,283.0,0.1247795414462081,1467174.0,43036.0,719489.0,3104266.0,43689.0,13769.0,690970.0,0.0024559967253376994,651959206287908868
true,-2364762.6490384615,73.19711538461539,24115.16,21625.456,840.22,122.772,52569.04,182.0,0.0,26.0,0.125,11026.0,17379.0,196186.0,4966831.0,18285.0,21905.0,864121.0,0.012,681147789653356544
false,-38158405.78663239,1033.2185089974294,24339.64483627204,109584.73551637279,2228.972292191436,433.87909319899245,44954.72795969773,380.0,0.0,9.0,0.02313624678663239,13629.0,319389.0,394949.0,41806584.0,320497.0,138304.0,1651605.0,0.012594458438287154,652882609219833856
true,-3914326.7279411764,-2159.6911764705883,19531.553956834534,42322.75539568345,2215.8057553956833,296.71223021582733,85031.23021582734,131.0,0.0,5.0,0.03676470588235294,47544.0,46886.0,292771.0,4966804.0,46913.0,24443.0,1281594.0,0.05755395683453238,544476808566276097
non-rumor,-420050.4484126984,-1450.5,35653.608695652176,5071.324110671937,1302.5652173913043,135.55335968379447,48807.280632411064,241.0,0.0,11.0,0.04365079365079365,5608.0,20063.0,599603.0,600288.0,20785.0,12320.0,505397.0,0.043478260869565216,687274510643511296
false,-39984028.4057971,4028.5072463768115,42200.485507246376,307870.3043478261,5326.369565217391,1119.6159420289855,101760.50724637682,137.0,0.0,1.0,0.007246376811594203,48.0,319389.0,576037.0,41806281.0,320497.0,138302.0,1800870.0,0.014492753623188406,647464349611589632
unverified,-511569.3046875,416.15625,49278.17054263566,7866.558139534884,3532.5426356589146,104.42635658914729,77473.21705426357,127.0,0.0,1.0,0.0078125,65.0,33018.0,781383.0,544630.0,35871.0,3854.0,846589.0,0.007751937984496124,726086935903494144
non-rumor,-35647530.25614035,1355.9719298245614,19451.062937062936,268801.6153846154,1615.1118881118882,1190.7937062937062,73940.62587412588,279.0,0.0,6.0,0.021052631578947368,964162.0,42485.0,522023.0,39537812.0,42488.0,134855.0,1800871.0,0.038461538461538464,691632238035886081
true,-32884646.148584906,792.9009433962265,17600.541327124563,78941.04772991851,1668.2945285215367,363.1920838183935,51047.11175785797,824.0,0.0,24.0,0.02830188679245283,783872.0,207643.0,825140.0,39539108.0,233169.0,134851.0,1653048.0,0.024447031431897557,524952883343925249
non-rumor,-36761742.51384615,1448.44,22187.021472392636,231346.31595092025,1479.5920245398772,985.9509202453987,76366.52760736196,323.0,0.0,2.0,0.006153846153846154,665.0,127846.0,657216.0,39538454.0,127849.0,134855.0,996927.0,0.024539877300613498,688021039322894336
unverified,-799270.384,-4636.088,31602.288,12319.072,3442.08,96.064,52483.104,122.0,0.0,3.0,0.024,9087.0,68962.0,340458.0,1010921.0,69623.0,3910.0,392777.0,0.016,707308274270539777
non-rumor,-588694.1190130624,72.42525399129173,24276.5173370319,2541.615811373093,504.90568654646324,29.352288488210817,29290.568654646326,625.0,0.0,64.0,0.09288824383164006,119815.0,10331.0,368769.0,1079270.0,10779.0,6511.0,735791.0,0.009708737864077669,691678576018657281
non-rumor,-7385207.761627907,228.56976744186048,20658.893063583815,32579.878612716762,1021.8901734104046,393.23121387283237,74794.04335260116,335.0,0.0,9.0,0.02616279069767442,52705.0,37678.0,664747.0,9351910.0,38225.0,88693.0,1320250.0,0.046242774566473986,692874200927698945
false,-99314.23664122137,-3866.687022900763,32732.734848484848,6899.356060606061,1820.9469696969697,209.2348484848485,41694.204545454544,126.0,0.0,5.0,0.03816793893129771,106995.0,25554.0,502488.0,210713.0,32569.0,5031.0,704757.0,0.09848484848484848,666640008149925893
false,-41852.1,-28961.378571428573,51937.23841059603,11642.74834437086,8149.675496688742,122.49006622516556,89655.20529801324,112.0,0.0,28.0,0.2,217784.0,180278.0,523142.0,229306.0,183506.0,1350.0,702028.0,0.0,663515735231062016
false,-4491.695238095238,647.1333333333333,24432.342105263157,1136.078947368421,1127.6842105263158,23.45614035087719,31796.56140350877,94.0,0.0,11.0,0.10476190476190476,3014.0,8584.0,323905.0,9955.0,8584.0,553.0,337347.0,0.0,643139873264812032
non-rumor,-31921819.368670885,-127172.87341772152,25932.486223662883,197125.92706645056,2695.654781199352,560.3970826580227,49598.98541329012,626.0,0.0,6.0,0.00949367088607595,92619593.0,614274.0,605706.0,105878592.0,614504.0,229849.0,1320182.0,0.017828200972447326,689860942671130624
false,-21949245.39954338,1120.0867579908677,16148.670428893905,55725.32957110609,1392.099322799097,326.1512415349887,33941.20316027088,432.0,0.0,6.0,0.0136986301369863,2068.0,34618.0,971683.0,23680570.0,34618.0,112597.0,921186.0,0.022573363431151242,656662726014599168
false,-2116222.887804878,-101.55609756097562,19549.16587677725,15564.45971563981,1407.739336492891,144.260663507109,53261.4644549763,198.0,0.0,7.0,0.03414634146341464,75644.0,34017.0,420977.0,2639883.0,34641.0,17285.0,1313434.0,0.009478672985781991,674229534888185856
unverified,-20581.927536231884,-7867.565217391304,54302.296650717704,4058.688995215311,3917.062200956938,143.3684210526316,86779.42105263157,187.0,0.0,20.0,0.0966183574879227,168771.0,177627.0,484797.0,178427.0,179773.0,1276.0,2193888.0,0.0,716424773216022530
false,-100278.14,-88165.68666666666,37998.666666666664,8510.117647058823,7321.738562091503,101.94117647058823,73898.30065359476,148.0,0.0,2.0,0.013333333333333334,237651.0,99426.0,524777.0,354925.0,207878.0,1404.0,571253.0,0.0,672432930426372096
false,-285597.7791666667,210.3,10925.314285714287,4200.097959183673,344.9469387755102,12.83673469387755,32265.49387755102,222.0,0.0,18.0,0.075,839363.0,1756.0,122876.0,852223.0,1765.0,1410.0,431160.0,0.0,600451916414484480
non-rumor,-10334775.218181819,546.4933333333333,23947.933814681106,14353.977135980746,690.1841155234657,118.07821901323706,25009.007220216605,809.0,0.0,16.0,0.019393939393939394,2717.0,37831.0,1002245.0,11131240.0,37845.0,73853.0,821575.0,0.018050541516245487,692838430783332357
unverified,-2881.222222222222,-392.74444444444447,20552.35911016949,1009.4650423728814,618.3675847457627,8.210805084745763,28433.544491525423,120.0,0.0,60.0,0.3333333333333333,14079.0,2615.0,420549.0,97210.0,11055.0,351.0,439341.0,0.0,717081129627553792
non-rumor,-3595458.6301369863,-413.86149162861494,25412.925190839695,9810.387786259542,662.5740458015267,36.95572519083969,36081.706870229005,646.0,0.0,11.0,0.0167427701674277,3608529.0,8851.0,891667.0,4691248.0,12701.0,9233.0,689990.0,0.0030534351145038168,765612862681255936
false,811.29203539823,691.8053097345132,17222.234782608695,1307.3130434782609,1315.608695652174,19.756521739130434,23658.46956521739,66.0,0.0,47.0,0.415929203539823,59851.0,61631.0,274558.0,60257.0,62283.0,949.0,840924.0,0.008695652173913044,641088973717110784
unverified,-10216389.030456852,-4159.934010152284,20168.66169154229,58334.74129353234,1135.960199004975,488.2786069651741,75010.5472636816,189.0,0.0,8.0,0.04060913705583756,19676.0,959.0,476918.0,11436227.0,6666.0,84906.0,846360.0,0.004975124378109453,652349108653551616
unverified,-20649.31818181818,-14242.772727272728,40945.98130841122,2297.551401869159,2596.542056074766,75.79439252336448,58908.42056074766,20.0,0.0,2.0,0.09090909090909091,2485.0,2534.0,317993.0,32874.0,23780.0,1873.0,643650.0,0.0,777710439870455808
true,-5846548.478494624,275.752688172043,17272.11229946524,42423.866310160425,3041.0588235294117,372.98395721925135,63234.89304812834,183.0,0.0,3.0,0.016129032258064516,20944.0,96841.0,437282.0,6514141.0,98609.0,41244.0,703778.0,0.1497326203208556,553508098825261056
non-rumor,-11641920.155638397,815.8918918918919,35947.44958371878,14905.212765957447,1452.628122109158,134.04255319148936,55405.29972247918,1056.0,0.0,17.0,0.015843429636533086,39236.0,153119.0,695338.0,13259045.0,153349.0,63394.0,1320182.0,0.027752081406105456,762793077509464064
true,-439498.8253012048,-9364.512048192772,14055.958579881657,3634.6686390532545,613.3609467455622,38.42603550295858,37327.88165680473,161.0,0.0,5.0,0.030120481927710843,580.0,602.0,342890.0,500278.0,11138.0,3740.0,808253.0,0.0,614628136634949632
true,-675912.0480769231,116.6826923076923,7834.138888888889,9096.00925925926,355.31481481481484,60.675925925925924,56576.75925925926,95.0,0.0,9.0,0.08653846153846154,2020.0,1870.0,71702.0,912385.0,2080.0,4913.0,398516.0,0.009259259259259259,580324027715063808
false,-62811.82558139535,-58132.12790697674,16663.965909090908,1718.25,1550.7613636363637,65.17045454545455,36590.97727272727,83.0,0.0,3.0,0.03488372093023256,2916.0,319.0,275379.0,66864.0,61838.0,1342.0,375452.0,0.0,634665777400950784
false,-5194216.099137931,74.11422413793103,23806.121524201855,9816.064881565397,699.1534500514933,64.35839340885686,39515.6035015448,834.0,1.0,93.0,0.10021551724137931,4581.0,16731.0,554457.0,8456631.0,17101.0,38318.0,652572.0,0.005149330587023687,674301413040758785
false,-918.4761904761905,-262.04761904761904,11372.563492063493,571.1746031746031,559.3888888888889,13.80952380952381,27405.531746031746,12.0,0.0,9.0,0.42857142857142855,1137.0,730.0,200530.0,6672.0,5494.0,265.0,332094.0,0.0,613362193787129860
unverified,-144890.75373134328,2644.276119402985,47272.30434782609,7063.105590062112,4285.273291925466,88.95031055900621,87097.96894409938,130.0,0.0,4.0,0.029850746268656716,14528.0,34960.0,376391.0,195760.0,35871.0,1184.0,846612.0,0.012422360248447204,743764020679741440
non-rumor,-3679173.6856060605,681.9545454545455,19999.22932330827,25957.72180451128,958.078947368421,215.8684210526316,41041.37969924812,262.0,0.0,2.0,0.007575757575757576,1203.0,9263.0,395106.0,6285659.0,9539.0,38757.0,1567973.0,0.011278195488721804,692820029159653377
non-rumor,-12239680.13229572,-151.5136186770428,23315.050193050192,55137.895752895754,1765.5714285714287,458.9111969111969,39181.83783783784,252.0,0.0,5.0,0.019455252918287938,29431.0,86386.0,545782.0,13615868.0,87905.0,89695.0,356443.0,0.03088803088803089,693471161313816576
unverified,-29431.954545454544,-19530.090909090908,52118.6,5000.918644067797,4288.610169491525,92.50508474576272,92365.48813559322,15.0,2.0,5.0,0.22727272727272727,10613.0,10673.0,523155.0,279836.0,186918.0,1408.0,1320250.0,0.0,716092408920936448
true,-671.314606741573,-275.2022471910112,13842.380434782608,2446.0108695652175,1456.0434782608695,67.06521739130434,27074.652173913044,62.0,0.0,27.0,0.30337078651685395,38162.0,30425.0,202196.0,39748.0,32362.0,1202.0,313050.0,0.03260869565217391,524941132237910016
unverified,-81013.53773584905,-7132.594339622641,30530.644628099173,5025.94214876033,4443.4049586776855,97.25619834710744,65767.4958677686,103.0,0.0,3.0,0.02830188679245283,63338.0,155099.0,303234.0,164441.0,168448.0,2348.0,578985.0,0.01652892561983471,727116900983934976
false,-1622821.7607142858,1443.7214285714285,10902.601398601399,9722.153846153846,1570.3076923076924,43.21328671328671,65382.62937062937,263.0,0.0,17.0,0.060714285714285714,1624.0,87932.0,153615.0,1953347.0,87933.0,7605.0,626489.0,0.0,655986243042459648
true,-4354318.393548387,974.6322580645161,15655.26582278481,41728.898734177215,1952.9050632911392,249.0632911392405,65583.53797468354,152.0,0.0,3.0,0.01935483870967742,35174.0,49078.0,189968.0,4966744.0,49105.0,24440.0,2193874.0,0.0379746835443038,544283772569788416
non-rumor,-32155481.188976377,353.8346456692913,17087.02734375,133083.62109375,700.4140625,253.8203125,36705.578125,250.0,0.0,4.0,0.015748031496062992,2077.0,6690.0,226355.0,33890668.0,6987.0,59963.0,1029353.0,0.0078125,693818562981421056
unverified,-2501433.9479166665,620.3020833333334,16876.80612244898,28637.897959183672,1655.734693877551,245.79591836734693,42859.34693877551,94.0,0.0,2.0,0.020833333333333332,17083.0,41667.0,163124.0,2639921.0,42291.0,17286.0,467242.0,0.01020408163265306,658938136299511808
false,-2733.8636363636365,-890.75,12694.065573770491,1333.049180327869,844.4795081967213,15.385245901639344,46981.29098360656,31.0,0.0,13.0,0.29545454545454547,889.0,1402.0,187923.0,29124.0,14615.0,476.0,423361.0,0.0,618449248179191808
non-rumor,-10095863.277039848,604.7571157495256,24551.01222953904,11356.625587958608,701.0235183443085,99.65945437441204,23791.385700846662,1025.0,0.0,29.0,0.027514231499051234,40767.0,14535.0,579629.0,11131158.0,14549.0,73849.0,932143.0,0.01317027281279398,693897857376632832
non-rumor,-2707511.377245509,-9204.311377245509,47496.91354466859,17241.7204610951,4269.07204610951,197.31123919308357,68083.97118155619,314.0,0.0,20.0,0.059880239520958084,44213.0,206373.0,781422.0,3803941.0,207775.0,39303.0,686677.0,0.008645533141210375,692410832307818497
false,-31307.389473684212,-5359.3263157894735,57491.67647058824,8011.049019607844,5229.735294117647,191.27450980392157,130225.06862745098,88.0,0.0,7.0,0.07368421052631578,65518.0,69217.0,524589.0,104444.0,75868.0,1847.0,715338.0,0.0,662381914842603520
true,-225607.4298679868,336.9562706270627,10646.967426710098,659.257328990228,444.0586319218241,3.3094462540716614,10728.877850162866,1146.0,0.0,66.0,0.054455445544554455,4743.0,7984.0,202246.0,265336.0,12387.0,294.0,515287.0,0.0,615494435074363392
unverified,-243973.5806451613,-10677.752688172042,55228.278350515466,10396.9793814433,5042.103092783505,132.79381443298968,88819.72164948453,92.0,0.0,1.0,0.010752688172043012,6528.0,106316.0,476806.0,279374.0,112686.0,2254.0,833125.0,0.0,763520953619918848
non-rumor,-36991416.402455665,763.643929058663,28821.446575342467,104751.38767123288,829.4301369863014,486.64109589041095,60479.319178082194,729.0,0.0,4.0,0.005457025920873124,16282.0,18282.0,1001598.0,39537736.0,18285.0,134851.0,1800803.0,0.02054794520547945,766568413418356736
true,-395654.0941475827,-671.8193384223919,30923.193298969072,5499.860824742268,1628.7268041237114,150.42268041237114,66863.65721649484,378.0,0.0,15.0,0.03816793893129771,857577.0,67669.0,657202.0,1061393.0,69960.0,20080.0,2193963.0,0.030927835051546393,676367888543031296
non-rumor,-3528772.0894308942,-291.9279907084785,24878.435540069688,11234.656213704995,1255.9233449477351,102.20092915214866,34563.91056910569,836.0,0.0,25.0,0.029036004645760744,46136.0,88059.0,629617.0,6285678.0,88335.0,38755.0,1800871.0,0.017421602787456445,692758050378256388
true,-221867.3257918552,-4983.210407239819,45711.31018518518,8711.159722222223,6083.780092592592,119.91435185185185,94942.56712962964,431.0,0.0,11.0,0.024886877828054297,12256.0,180550.0,564642.0,279832.0,186919.0,2253.0,2497540.0,0.0,642465192408940544
false,-20956.568935427575,-831.8010471204188,39433.28907563025,3009.361344537815,1595.2436974789916,103.42689075630253,88035.89411764705,497.0,0.0,76.0,0.13263525305410123,162978.0,34809.0,625305.0,168301.0,36299.0,5594.0,2193965.0,0.01680672268907563,612438528803213312
false,-395299.4505494505,-9907.681318681318,27180.134020618556,8510.0,2402.639175257732,156.83505154639175,99012.10309278351,90.0,0.0,1.0,0.01098901098901099,261.0,12263.0,339253.0,490220.0,26751.0,6110.0,780947.0,0.041237113402061855,613425834301485056
unverified,-100385.23754789271,-3579.1877394636017,37302.92164179104,5171.873134328358,3942.0522388059703,86.9589552238806,65050.60820895522,254.0,0.0,7.0,0.02681992337164751,23670.0,53725.0,564687.0,146606.0,61613.0,2525.0,628998.0,0.0,714567472712589312
non-rumor,-41050222.06137184,696.8519855595667,22596.561151079135,151982.74100719424,1801.021582733813,584.341726618705,58753.87050359712,276.0,0.0,1.0,0.0036101083032490976,4240.0,162528.0,574534.0,41806440.0,163636.0,138303.0,1800870.0,0.01079136690647482,693281966846808064
false,-53038.398058252424,1207.504854368932,28829.326923076922,3161.326923076923,2035.7307692307693,114.78846153846153,75611.70192307692,99.0,0.0,4.0,0.038834951456310676,1462.0,13545.0,591373.0,64962.0,13743.0,1213.0,1506202.0,0.0,659428447459110912
